Participant,Finished,cluster,question,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9
153,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
154,False,0,Department,Pedagogical Sciences,NA,NA,NA,NA,NA,NA,NA,NA
154,False,0,Position,Other,NA,NA,NA,NA,NA,NA,NA,NA
154,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
155,False,0,Department,Psychology,NA,NA,NA,NA,NA,NA,NA,NA
155,False,0,Position,Other_Not sure why this matters,NA,NA,NA,NA,NA,NA,NA,NA
155,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
156,False,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
156,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
157,False,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
157,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
157,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
